child_qid	child_label	n_parents	clusters	proposed_parents	unresolved	reason
Q104087	Sancho I of Portugal	3	[Q104129 'Afonso I of Portugal'] ; [Q106750 'Maud of Savoy' = Q118403 'Maud of Savoy']	Q104129,Q118403	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q106750+Q118403: identical label 'Maud of Savoy'. The two survivors are one male and one female, as a biological parent pair should be
Q104135	Theresa of León	3	[Q104013 'Alfonso VI of León and Castile'] ; [Q111675 'Jimena Muñoz (León)'] ; [Q114176 'Jimena Fernandez de Castro']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q104493	Fernando El Castellano  Ruiz	3	[Q104011 'García II of Galicia'] ; [Q104528 'Sancha de Navarra, abadesa de San Martin de Cuevagallegos'] ; [Q118247 'Estefania Infanta de Navarra']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q104885	Sancho Ramírez	3	[Q102941 'Ramiro I of Aragon'] ; [Q104881 'Ermisenda de Bigorra, reina consorte de Aragon'] ; [Q111549 'Ermesinda of Bigorre']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q106609	Sancho Alfonsez	3	[Q104013 'Alfonso VI of León and Castile'] ; [Q106607 'Zaida Isabel'] ; [Q112422 'Zaida of Seville']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q106782	Robert of Burgundy, bishop of Langres	3	[Q106776 'Q106776'] ; [Q106778 'Sibila'] ; [Q111733 'Sybilla of Barcelona']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q107162	Ermengol VII, Count of Urgell	3	[Q104371 'Arsende de Cabrera'] ; [Q107158 'Ermengol VI, Count of Urgell'] ; [Q118293 'Arsenda de Cabrera']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q109832	Anastasius	3	[Q110168 'Sabinianus'] ; [Q110170 '(Anastasia)'] ; [Q60030 'Flavius Probus']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110508	Jimena of León	3	[Q101361 'Alfonso V of León'] ; [Q101722 'Urraca Garces' = Q113385 'Urraca Garcés']	Q101361,Q113385	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q101722+Q113385: identical label 'Urraca Garces'. The two survivors are one male and one female, as a biological parent pair should be
Q110510	Odo of Gascony	3	[Q107090 'Guillaume, V duc d'Aquitaine & III comte de Poitou'] ; [Q110096 'Sancha of Gascony'] ; [Q118743 'William V, Duke of Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110512	Adelais	3	[Q107090 'Guillaume, V duc d'Aquitaine & III comte de Poitou'] ; [Q110096 'Sancha of Gascony'] ; [Q118743 'William V, Duke of Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110540	Mayor of Castile	3	[Q100914 'Sancho García of Castile'] ; [Q100936 'Urraca Gomez de Saldana' = Q110120 'Urraca Gómez']	Q100914,Q110120	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q100936+Q110120: same given name and every surname token matches as a spelling variant ('Urraca Gomez de Saldana' / 'Urraca Gómez'). The two survivors are one male and one female, as a biological parent pair should be
Q110988	Agnes of Burgundy, Duchess of Aquitaine	3	[Q111605 'Otto-William, Count of Burgundy'] ; [Q111637 'Ermentrude of Roucy'] ; [Q205109 'Person Q205109']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110990	Agnes of Poitou	3	[Q107090 'Guillaume, V duc d'Aquitaine & III comte de Poitou'] ; [Q110988 'Agnes of Burgundy, Duchess of Aquitaine'] ; [Q118743 'William V, Duke of Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110992	William VI, Duke of Aquitaine	3	[Q107090 'Guillaume, V duc d'Aquitaine & III comte de Poitou'] ; [Q110986 'Almodis of Limoges'] ; [Q118743 'William V, Duke of Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110994	William VII, Duke of Aquitaine	3	[Q107090 'Guillaume, V duc d'Aquitaine & III comte de Poitou'] ; [Q110988 'Agnes of Burgundy, Duchess of Aquitaine'] ; [Q118743 'William V, Duke of Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110996	William VIII, Duke of Aquitaine	3	[Q107090 'Guillaume, V duc d'Aquitaine & III comte de Poitou'] ; [Q110988 'Agnes of Burgundy, Duchess of Aquitaine'] ; [Q118743 'William V, Duke of Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q110998	Béatrice, Countess of Melgueil	3	[Q107090 'Guillaume, V duc d'Aquitaine & III comte de Poitou'] ; [Q110988 'Agnes of Burgundy, Duchess of Aquitaine'] ; [Q118743 'William V, Duke of Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111318	Pepin of Landen	3	[Q112100 'Carloman'] ; [Q113081 'Charles Martel'] ; [Q154041 'Rotrude of Hesbaye']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111639	Reginald I, Count of Burgundy	3	[Q111605 'Otto-William, Count of Burgundy'] ; [Q111637 'Ermentrude of Roucy'] ; [Q205109 'Person Q205109']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111663	Hildegarde of Burgundy	3	"[Q112620 'Ermengarde of Anjou, Duchess of Burgundy'] ; [Q112695 'Robert I of Burgundy'] ; [Q206638 'Ermengarda ""Bianca"" d'Angio']"		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q111669	Guillaume IX	3	[Q110996 'William VIII, Duke of Aquitaine'] ; [Q111663 'Hildegarde of Burgundy'] ; [Q205534 'Guy Geoffroy d'Aquitaine']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q1117	Homo floresiensis (0.05)	3	[Q1112 'Homo'] ; [Q30868 'Q30868'] ; [Q54436 'Q54436']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q1118	Australopithecus sediba (2.0)	3	[Q1112 'Homo'] ; [Q30868 'Q30868'] ; [Q54436 'Q54436']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q1119	Homo rudolfensis (1.9)	3	[Q1112 'Homo'] ; [Q30868 'Q30868'] ; [Q54436 'Q54436']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q1120	Homo habilis (1.5)	3	[Q1112 'Homo'] ; [Q30868 'Q30868'] ; [Q54436 'Q54436']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112356	Robert I of France	3	"[Q111497 'Robert the Strong'] ; [Q112352 'Adelheid van Tours'] ; [Q206678 'Robert IV ""le Fort"", marquis de Neustrie']"		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112458	Adela of France	3	[Q112356 'Robert I of France'] ; [Q112454 'Béatrice of Vermandois'] ; [Q206159 'Aelis']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112464	Henry I the Fowler	3	[Q113874 'Otto I'] ; [Q113876 'Hedwiga'] ; [Q206672 'Heduvige']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112480	Frederick I, Duke of Upper Lorraine	3	[Q113960 'Wigeric of Lotharingia'] ; [Q113962 'Cunigunda of France'] ; [Q205984 'Cunigunda, countess of Treves & Ardennes']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112502	Adalbert of Italy	3	[Q114020 'Berengar II of Italy'] ; [Q114022 'Willa of Tuscany'] ; [Q206809 'Willa di Toscana']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q112562	Odo II, Count of Blois	3	[Q111623 'Odo I, Count of Blois'] ; [Q112558 'Bertha of Burgundy'] ; [Q207165 'Berthe']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
