verdict	role	child	child_label	a	a_label	b	b_label	a_wd	b_wd	a_kind	b_kind	shared_parents	shared_spouses
DEDUPE	father	Q28429	of Vedic period	Q2344	BAHUKA	Q51442	BAHUKA			real	real		
DEDUPE	father	Q28433	Kritiratha  PRATIINDHAKA	Q28445	PRATIINDHAKA  MARU	Q52400				real	real	Q28457	
DEDUPE	father	Q28445	PRATIINDHAKA  MARU	Q28457	Maru  HARYASHVA	Q52412				real	real	Q28473	
DEDUPE	father	Q28457	Maru  HARYASHVA	Q28473	HARYASHWA  DHRISTAKETU	Q52428				real	real	Q28485	
DEDUPE	father	Q28473	HARYASHWA  DHRISTAKETU	Q28485	DHRISTAKETU  SUDHRITI	Q52440				real	real	Q28497	
DEDUPE	father	Q28477	AMBARISH  NABHAG	Q2356	Nabh	Q52444				real	real	Q2359	
DEDUPE	father	Q28485	DHRISTAKETU  SUDHRITI	Q28497	SUDHRITI  MAHAAVIRA	Q52452				real	real	Q28901	
DEDUPE	father	Q28497	SUDHRITI  MAHAAVIRA	Q28901	Mahavira  BRIHADRATHA	Q52468				real	real	Q28909	
DEDUPE	father	Q28901	Mahavira  BRIHADRATHA	Q28909	BRIHADRATHA  DEVARAATA	Q52476				real	real	Q28917	
DEDUPE	father	Q28909	BRIHADRATHA  DEVARAATA	Q28917	DEVARAATA  SUKETU	Q52484				real	real	Q28925	
DEDUPE	father	Q28917	DEVARAATA  SUKETU	Q28925	Suketu  NANDIVARDHANA	Q52492				real	real	Q28938	
DEDUPE	father	Q28921	HARISHCHANDRA (Dhundumara)  Trishanku	Q2369	SATYAVRATA aka Trishanku	Q51475	SATYAVRATA aka Trishanku			real	real		
DEDUPE	father	Q28925	Suketu  NANDIVARDHANA	Q28938	NANDIVARDHANA  UDAAVASU	Q52504				real	real	Q28946	
DEDUPE	father	Q28938	NANDIVARDHANA  UDAAVASU	Q28946	JANAKA FIRST	Q52512				real	real	Q28954	
DEDUPE	father	Q28946	JANAKA FIRST	Q28954	JANAKA FIRST  MITHI	Q52520				real	real	Q28962	
DEDUPE	father	Q28954	JANAKA FIRST  MITHI	Q28962	MITHI  NIMI	Q52528				real	real	Q28970	
DEDUPE	father	Q28986	SAMBHUTA 5	Q2384	TRASADASYU 1	Q52556				real	real	Q28994,Q51512	
DEDUPE	father	Q28994	PURUKUTSA of Ikshvaku Dynasty	Q28998	AMBARISHA  Mandhata	Q52564				real	real	Q29002,Q29006	
DEDUPE	mother	Q28998	AMBARISHA  Mandhata	Q29006	BINDUMATI  Mandhata	Q52572				real	real	Q2288	Q29002
DEDUPE	father	Q29002	MANDHATA of Ikshvaku Dynasty	Q2389	Yuvanashva II	Q52576				real	real	Q29014,Q51524	Q51520
DEDUPE	father	Q29006	BINDUMATI  Mandhata	Q2288	SHASHIBINDU of Chandravansh	Q52172				real	real	Q28227	
DEDUPE	father	Q29014	Prasenajit 1  Ikshvaku	Q2391	Krishasva	Q51532	Krishasva			real	real		
DEDUPE	father	Q29080	PURANJAYA aka Kakutsta aka Bana  Vikukshi	Q29084	VIKUKSHI  Kukshi	Q52649				real	real	Q29092	
DEDUPE	father	Q29100	Kay Lohrasp (aurvataspa)  Raja Iran	Q29140	kay kaus  Raja Iran	Q52705				real	real	Q29144,Q29156	
DEDUPE	mother	Q29108	Isfandiyar \ Spandodata \ Isfendiyar \ Spendoclata  Raja Iran	Q2412	Pouru Chishti Kayan	Q52669				real	real	Q29136,Q51572	Q29096
DEDUPE	father	Q29180	Midian  Raja Iran	Q1341	Iranic Ancestors Generation 1	Q51655	Aryan  Genarch			real	real		
DEDUPE	father	Q29212	Arej  Darshane	Q2440	Hardaar	Q51588	Hardaar			real	real		
DEDUPE	father	Q29232	Ererch \ Rajan  Rajan ?	Q2445	Dora Sharoob	Q52800				real	real	Q29180	
DEDUPE	father	Q29288	siyavakhsh  Raja Iran	Q29140	kay kaus  Raja Iran	Q52705				real	real	Q29144,Q29156	
DEDUPE	father	Q29425	Hittite Princess	Q2489	Hattusili III	Q51850	Hattusili	Q297588		real	real		
DEDUPE	father	Q29425	Hittite Princess	Q2489	Hattusili III	Q52986		Q297588		real	real	Q2494	
DEDUPE	father	Q29425	Hittite Princess	Q51850	Hattusili	Q52986				real	real		
DEDUPE	father	Q29473	? Ulmi-Teshub \ Teszub (Niewolnica Teszuba)  Teszub (Niewolnica Teszuba)	Q2495	Muwatalli II	Q51878	Muwatalli II	Q311650		real	real		
DEDUPE	father	Q29533	of KHATTI (1465-1420bc)	Q29525	of KHATTI (1495-1430bc)	Q53097				real	real	Q29517	Q51930
DEDUPE	father	Q29550	of KHATTI (1435-1380bc)	Q29533	of KHATTI (1465-1420bc)	Q53105				real	real	Q29525,Q51930	
DEDUPE	father	Q29554	Hittite Empire	Q29550	of KHATTI (1435-1380bc)	Q53121				real	real	Q29533	
DEDUPE	father	Q29810	Generation 3  Haplogroup J1	Q29710	Haplogroup J1	Q53282				real	real	Q152984	
DEDUPE	father	Q31010	Diego  de Cervantes	Q89995	Francisco  de Cervantes	Q91765	Francisco  de Cervantes			real	real		
DEDUPE	father	Q31014	Maria  de Saavedra Cervantes	Q89995	Francisco  de Cervantes	Q91765	Francisco  de Cervantes			real	real		
DEDUPE	father	Q31018	Juana  de Avellaneda	Q89995	Francisco  de Cervantes	Q91765	Francisco  de Cervantes			real	real		
DEDUPE	father	Q31034	Leonel  de Cervantes Saavedra y Tello	Q90003	Diego  de Cervantes	Q91769	Diego  Cervantes Avellaneda			real	real		
DEDUPE	mother	Q31166	Leonor Catalina  de Salazar y de la Cadena	Q90029	Catalina  de la Cadena y Maluenda	Q91793	Catalina De La Pena Cadena y Maluenda HaLevi			real	real		
DEDUPE	mother	Q31178	de Salazar	Q90029	Catalina  de la Cadena y Maluenda	Q91793	Catalina De La Pena Cadena y Maluenda HaLevi			real	real		
DEDUPE	mother	Q31182	de Salazar	Q90029	Catalina  de la Cadena y Maluenda	Q91793	Catalina De La Pena Cadena y Maluenda HaLevi			real	real		
DEDUPE	father	Q31235	Francisco  Alonso de Maluenda y de la Pena	Q90039	Diego  Alonso de Maluenda y del Castillo	Q91797	Diego  Alonso de Maluenda			real	real		
DEDUPE	father	Q31239	Lope  Alonso de Maluenda y de la Pena	Q90039	Diego  Alonso de Maluenda y del Castillo	Q91797	Diego  Alonso de Maluenda			real	real		
DEDUPE	father	Q31553	Francisco  de Maluenda	Q90173	Martin  Rodriguez de Maluenda y Alvarez de Castro	Q91962	Martin  Rodriguez de Maluenda Alvarez de Castro			real	real	Q89925,Q91960	
DEDUPE	father	Q31557	Andres  de Maluenda y Garcia de Castro	Q90173	Martin  Rodriguez de Maluenda y Alvarez de Castro	Q91962	Martin  Rodriguez de Maluenda Alvarez de Castro			real	real	Q89925,Q91960	
DEDUPE	father	Q31561	Beatriz  de Maluenda y Garcia de Castro	Q90173	Martin  Rodriguez de Maluenda y Alvarez de Castro	Q91962	Martin  Rodriguez de Maluenda Alvarez de Castro			real	real	Q89925,Q91960	
DEDUPE	father	Q31649	Eliyahu  ben Daniel Senneor	Q90189	Daniel Ben Yehuda Diogo  ben Eliyahu Senior Coronel	Q91964	Daniel ben Yehuda Diogo ben Eliahu  Senneor Coronel			real	real	Q89929	
DEDUPE	father	Q31841	Beatriz  Andrada Bocanegra	Q31801	Alonso  Perez de Bocanegra y de la Cavalleria	Q90225	Juan  Gutierrez de Bocanegra			real	real		
DEDUPE	mother	Q31841	Beatriz  Andrada Bocanegra	Q33406	Guiomar  de Villasenor y Cervantes	Q92778	Beatriz  de Jaramillo y Andrada			real	real		
DEDUPE	mother	Q32146	Francisco  Ramirez de Arellano y Zuniga	Q31110	Leonor  de Zuniga y Guevara	Q92908	Ana  Gonzalez del Aguila			real	real		
DEDUPE	mother	Q32234	Maria  Diaz de Cuellar	Q31154	Maria Catalina  Maluenda de Salazar y Cadena Halevi	Q31166	Leonor Catalina  de Salazar y de la Cadena			real	real		Q92400
DEDUPE	father	Q32238	maria  de la pena	Q31158	pedro  de salazar	Q92046	pedro Juan  de salazar			real	real		
DEDUPE	father	Q32302	Francisca  Velasquez de Salazar y de la Cadena	Q31174	Juan  Velazquez de Salazar y de la Cadena	Q92050	Juan  Velasquez de Salazar y de la Cadena			real	real		
DEDUPE	father	Q32310	Gonzalo  de Salazar ( Velasquez de Salazar )	Q31174	Juan  Velazquez de Salazar y de la Cadena	Q92050	Juan  Velasquez de Salazar y de la Cadena			real	real		
DEDUPE	father	Q32323	Marina  de Saavedra Guzman	Q31721	Juan  de Saavedra de guzman	Q92290	Juan  de Saavedra Guzman y Estrada			real	real	Q90209,Q92288	Q31195
DEDUPE	father	Q32335	Luis  Saavedra de la Cadena	Q31721	Juan  de Saavedra de guzman	Q92290	Juan  de Saavedra Guzman y Estrada			real	real	Q90209,Q92288	Q31195
DEDUPE	father	Q32339	Antonia  Saavedra de la Cadena	Q31721	Juan  de Saavedra de guzman	Q92290	Juan  de Saavedra Guzman y Estrada			real	real	Q90209,Q92288	Q31195
DEDUPE	mother	Q32379	Juan  Rodriguez de Salamanca	Q31243	Ines  Alonso de Maluenda y Castro de Lerma Polanco	Q92062	Ines  Alonso de Maluenda y Castro de Lerma Pol			real	real	Q90041,Q91847	
DEDUPE	mother	Q32383	Diego  Rodriguez de Salamanca	Q31243	Ines  Alonso de Maluenda y Castro de Lerma Polanco	Q92062	Ines  Alonso de Maluenda y Castro de Lerma Pol			real	real	Q90041,Q91847	
DEDUPE	father	Q32427	Juan Antonio  Funes de Villalpando y Arino	Q32411	Garcia  Funes de Villalpando y Fernandez de Heredia	Q92591	Garcia  Funes de Villalpando y Fernandez de Here			real	real	Q31275,Q92589	Q31287
DEDUPE	father	Q32431	Garcia  Funes de Villalpando y Arino	Q32411	Garcia  Funes de Villalpando y Fernandez de Heredia	Q92591	Garcia  Funes de Villalpando y Fernandez de Here			real	real	Q31275,Q92589	Q31287
DEDUPE	father	Q32435	Isabel  Funes de Villalpando y Arino	Q32411	Garcia  Funes de Villalpando y Fernandez de Heredia	Q92591	Garcia  Funes de Villalpando y Fernandez de Here			real	real	Q31275,Q92589	Q31287
DEDUPE	father	Q32495	Jaime  Cerdan	Q92613	Jaime  Cerdan	Q92617	Domingo  de Aznar			real	real		Q31352
DEDUPE	father	Q32812	Mayor of Cadiz Capt. Diego  Polanco	Q31593	Juan  Polanco Maluenda, Casa de Contratacion Sevilla	Q92266	Juan  Polanco Maluenda, Casa de Contratacion S			real	real	Q90177,Q92264	
DEDUPE	father	Q32816	Catalina  de Polanco	Q31593	Juan  Polanco Maluenda, Casa de Contratacion Sevilla	Q92266	Juan  Polanco Maluenda, Casa de Contratacion S			real	real	Q90177,Q92264	
DEDUPE	father	Q32949	Tomas  de Baeza Polanco	Q92698	Pedro  de Tardajos	Q92710	Francisco  de Baeza			real	real		Q31601
DEDUPE	father	Q32953	Juan Bautista  de Baeza Polanco	Q92698	Pedro  de Tardajos	Q92710	Francisco  de Baeza			real	real		Q31601
DEDUPE	mother	Q32969	Brianda de  Bazan y Castro	Q92714	Mayora de  Bazan	Q92718	Leonor  Bazan y Bazan			real	real		Q31625
DEDUPE	father	Q33266	Verena (Veronica)  Wyss	Q31857	Jakob  Wyss	Q92306	Jakob  Wyss II			real	real	Q90231,Q92304	
DEDUPE	father	Q33833	Maria  Rangel Perguero y Rosales	Q32298	Juan  Viezma	Q92426	Juan  Viezma			real	real		
DEDUPE	father	Q33857	Juan  Velazquez de Salazar y de Montejo	Q32306	Juan  Velazquez de Salazar y de la Cadena "El mozo"	Q92420	Juan  Velazquez de Salazar y de la Cadena "El			real	real		
DEDUPE	father	Q33861	Diego  Velazquez del Castillo	Q32306	Juan  Velazquez de Salazar y de la Cadena "El mozo"	Q92422	Juan  Velazquez de Salazar y Esquivel			real	real		
DEDUPE	father	Q33881	Juan  de Saavedra Guzman y Villafane	Q32327	Antonio  de Saavedra Guzman	Q92404	Antonio  de Saavedra Guzman y Estrada de la Caden		Q22122560	real	real	Q31195	Q31789,Q33129
DEDUPE	father	Q34023	Matias  Marin de Resende Francia y de Ciria	Q32439	Antonio  Marin de Resende Francia y Zamora Olivenza	Q92601	Antonio  Marin de Resende Francia y Zamora Oliven			real	real	Q31299,Q92599	
DEDUPE	father	Q34492	Beatriz  de Santa Cruz Polanco	Q32776	Diego  de Santa Cruz Polanco Salamanca	Q32780	Francisco  de Santa Cruz			real	real	Q31577,Q32788	
DEDUPE	father	Q34496	Juan  de Santa Cruz Polanco	Q32776	Diego  de Santa Cruz Polanco Salamanca	Q32780	Francisco  de Santa Cruz			real	real	Q31577,Q32788	
DEDUPE	father	Q34500	Feliciano  Santa Cruz Polanco	Q32776	Diego  de Santa Cruz Polanco Salamanca	Q32780	Francisco  de Santa Cruz			real	real	Q31577,Q32788	
DEDUPE	father	Q34504	Pedro  de Santa Cruz Polanco	Q32776	Diego  de Santa Cruz Polanco Salamanca	Q32780	Francisco  de Santa Cruz			real	real	Q31577,Q32788	
DEDUPE	father	Q34512	Estefania  Santa Cruz Polanco	Q32776	Diego  de Santa Cruz Polanco Salamanca	Q32780	Francisco  de Santa Cruz			real	real	Q31577,Q32788	
DEDUPE	father	Q34573	Francisco  Lopez de Polanco	Q32796	Pedro  Polanco	Q92688	Pedro  Polanco			real	real		
DEDUPE	father	Q34577	Gregorio  de Polanco	Q32796	Pedro  Polanco	Q92688	Pedro  Polanco			real	real		
DEDUPE	father	Q34581	Diego  Polanco	Q32796	Pedro  Polanco	Q92688	Pedro  Polanco			real	real		
DEDUPE	father	Q34585	Nicolas  Polanco	Q32796	Pedro  Polanco	Q92688	Pedro  Polanco			real	real		
DEDUPE	father	Q34589	Juan  Polanco	Q32796	Pedro  Polanco	Q92688	Pedro  Polanco			real	real		
DEDUPE	father	Q34593	Fernando  de Polanco	Q32796	Pedro  Polanco	Q92688	Pedro  Polanco			real	real		
DEDUPE	father	Q34601	Beatriz  de Polanco	Q32800	Antonio  Polanco	Q92690	Antonio  Polanco			real	real		
DEDUPE	father	Q34605	Alonso  de Polanco	Q32800	Antonio  Polanco	Q92690	Antonio  Polanco			real	real		
DEDUPE	father	Q34609	Beltran  Polanco de Castro	Q32800	Antonio  Polanco	Q92690	Antonio  Polanco			real	real		
DEDUPE	father	Q34613	Juan  Lopez de Polanco	Q32804	Domingo  Polanco	Q92692	Domingo  Polanco			real	real		
DEDUPE	father	Q34709	Maria  de Castro y Polanco	Q32929	Alonso  Castro Polanco	Q92708	Alonso  Fernandez de Castro y Polanco			real	real	Q31617,Q92706	
DEDUPE	father	Q35312	Francisca  de Valdes Cervantes	Q93485	Luis  de Valdes	Q93500	Alonso  de Valdes			real	real		
DEDUPE	mother	Q35312	Francisca  de Valdes Cervantes	Q33301	Luisa  de Lara Cervantes	Q33358	Luisa  de Lara Cervantes			real	real		
DEDUPE	mother	Q35580	Beatriz  de Cervantes y Alarcon	Q93530	Beatriz  de Alarcon	Q93532	Isabel  de Alarcon			real	real		Q33486
DEDUPE	father	Q35785	Maria  de Castro y Zuniga	Q33680	Diego  de Castro y Lopez Zuniga Torquemada y Zuniga	Q92930	Diego  de Castro y Lopez Zuniga Torquemada y Zu			real	real	Q32210,Q92928	
DEDUPE	father	Q35793	N.  de Castro y Zuniga	Q33680	Diego  de Castro y Lopez Zuniga Torquemada y Zuniga	Q92930	Diego  de Castro y Lopez Zuniga Torquemada y Zu			real	real	Q32210,Q92928	
DEDUPE	father	Q35889	Juan Andres  de Zaldivar	Q4948	de Zaldivar	Q33733	Capitan Cristobal de Zaldivar Mendoza			real	real		
DEDUPE	father	Q37376	Cristobal  Vasquez de Lara y Garcia	Q35013	Martin  Vasquez de Zermeno y Lara	Q35017	Martin  Vazquez y Gil de Lara			real	real	Q33125,Q93423	
DEDUPE	father	Q37458	Garcia Alvarado  Vera	Q35045	Gil  de Alvarado y Benavides	Q35083	Gil  de Alvarado Benavides			real	real	Q33165,Q93429	
DEDUPE	mother	Q39056	Leonor  de Moctezuma	Q4839	Tzihuacxochitzin	Q38931	Teotlaco  de Tacuba			real	real		Q4872
DEDUPE	mother	Q39056	Leonor  de Moctezuma	Q4839	Tzihuacxochitzin	Q39124	Acatlan  Moctezuma			real	real		Q4872
DEDUPE	mother	Q39056	Leonor  de Moctezuma	Q38931	Teotlaco  de Tacuba	Q39124	Acatlan  Moctezuma			real	real		Q4872
DEDUPE	mother	Q39309	Petronila  Sotelo de Moctezuma	Q39168	Leonor  Valderrama de Moctezuma	Q39413	Leonor  Cortez Moctezuma			real	real		Q39305
DEDUPE	father	Q40310	Maria  Ruiz de Esparza y Lopez de Elizalde	Q39732	Martin  Ruiz de Esparza y Gabay	Q39740	Jacinto  Ruiz de Esparza Navarro			real	real	Q39449	
DEDUPE	father	Q40587	Tomasa  Ruiz de Esparza	Q39760	Cristobal  Ruiz de Esparza y Gabay	Q40234	Andres  Ruiz Esparsa Vielma			real	real		
DEDUPE	father	Q41483	Percomorpha	Q41395	Percomorpha	Q153149	2 Percomorpha			real	real		
DEDUPE	mother	Q41758	Beatris  Lopes Munoz de Nava Tiscareno	Q40334	Elvira  Tiscareno de Molina y Ruiz de Esparza	Q40346	Luisa  Tiscareno Ruiz			real	real	Q39736	
DEDUPE	mother	Q41762	Dimas  Lopes Munos de Nava Tiscareno	Q40334	Elvira  Tiscareno de Molina y Ruiz de Esparza	Q40346	Luisa  Tiscareno Ruiz			real	real	Q39736	
DEDUPE	father	Q43294	Michael of Trebizond	Q43290	John II of Trebizond	Q167287	John Megas Komnenos	Q452041		real	real	Q46167	
DEDUPE	mother	Q43294	Michael of Trebizond	Q40967	Eudokia Palaiologina	Q167321	Eudokia Palaiologina	Q3059527		real	real		
DEDUPE	mother	Q45394	Paula Maria  Toro Correa	Q44534	Juana  Correa Angulo	Q45478	Juana  Correa Angulo			real	real		
DEDUPE	mother	Q46167	Manuel I of Trebizond	Q50038	Theodora Axouchina	Q167261	Theodora Axuchina	Q7781645		real	real		Q50033
DEDUPE	father	Q46203	Andronikos III of Trebizond	Q43298	Alexios II of Trebizond	Q167322	Alexios II Megas Komnenos	Q365710		real	real		
DEDUPE	mother	Q46203	Andronikos III of Trebizond	Q46195	Jiajak Jaqeli	Q167318	(: )	Q6191429		real	real	Q50075	
DEDUPE	father	Q49428	Arjuna	Q153367	INDRA SAKRA Kashyapa	Q153368	PANDU			real	real		Q1906
DEDUPE	father	Q49500	Sihahanu	Q49553	Jayasena	Q49561	Jayasena			real	real		
DEDUPE	father	Q49911	Purnawarman son of  Dharmayawarman	Q49988	Darmayawarman	Q49996	Dharmayawarman son of  Jayasingawarman			real	real		
DEDUPE	mother	Q49911	Purnawarman son of  Dharmayawarman	Q49984	NN (1st Wife of Darmayawarman)	Q49992	Istri ke-1 Dharmayawarman daughter of  Fulan			real	real		
DEDUPE	father	Q49935	Nilem Sari daughter of  Welutbraja	Q50032	Welutbraja	Q50036	Welutbraja			real	real		
DEDUPE	father	Q50033	Alexios I of Trebizond	Q55547	Manuel Komnenos	Q167249	Manuel Komnenos	Q1226596		real	real		
DEDUPE	mother	Q50033	Alexios I of Trebizond	Q55551	Rusudan, daughter of George III of Georgia	Q167239	Rusudan of Georgia	Q2915861		real	real		
DEDUPE	father	Q50087	Alexios III of Trebizond	Q46199	Basil of Trebizond	Q167342	Василий	Q472224		real	real		
DEDUPE	mother	Q50087	Alexios III of Trebizond	Q50083	Irene of Trebizond	Q167361	Irene	Q3045795		real	real		
DEDUPE	father	Q50254	George IV of Georgia	Q50306	David Soslan	Q167215	Давид Сослания	Q1362993		real	real		
DEDUPE	mother	Q50254	George IV of Georgia	Q50310	Tamar of Georgia	Q167240	царица Тамар Великая	Q244007		real	real		
DEDUPE	father	Q50742	ARUKSHAY	Q50777	BRIHATKSHATRA BRIHADBAL	Q153548	BRIHATKSHATRA BRIHADBAL			real	real		
DEDUPE	father	Q51321	AYUTAYUS of Magadha	Q2302	SRUTASRAVA of Magadha	Q52228				real	real	Q28284	
DEDUPE	father	Q51407	Dileepa Deerghabahu	Q2330	Khatvanga	Q52340				real	real	Q2333	
DEDUPE	father	Q51437	SUDAAS & SARVAKAMA	Q2346	SHRUTUPARNA & PRATAYU	Q52404				real	real	Q2349	
DEDUPE	father	Q51467	VIJAY aka Dhruvasandhi	Q2357	SUSANDHI aka Sudev	Q52448				real	real	Q2360	
DEDUPE	father	Q51508	SAMBHUTA 5	Q2384	TRASADASYU 1	Q52556				real	real	Q28994,Q51512	
DEDUPE	father	Q51592	Spitama	Q2442	Vaedesht	Q52788				real	real	Q2443	
DEDUPE	father	Q51596	Frasht	Q2446	Rak	Q52804				real	real	Q2445	
DEDUPE	mother	Q53326	L0	Q2573	L (Mitochondrial Eve)	Q221674	mitochondrial Eve			real	real		
DEDUPE	father	Q53399	Khaidu	Q153230	-	Q200000	C2 (M217)			real	real		
DEDUPE	father	Q53865	Hong Quan	Q53809	Shi Xing	Q53817	Shi Shui			real	real	Q53746	
DEDUPE	father	Q55555	David I of Trebizond	Q55547	Manuel Komnenos	Q167249	Manuel Komnenos	Q1226596		real	real		
DEDUPE	mother	Q55555	David I of Trebizond	Q55551	Rusudan, daughter of George III of Georgia	Q167239	Rusudan of Georgia	Q2915861		real	real		
DEDUPE	mother	Q55608	Manuel III of Trebizond	Q55599	Theodora Kantakouzene	Q167388	Theodora Cantacuzena	Q3656996		real	real		Q50087
DEDUPE	father	Q55907	Constantine I of Georgia	Q50291	Bagrat V of Georgia	Q167353	V,	Q2691017		real	real		
DEDUPE	mother	Q55907	Constantine I of Georgia	Q55604	Anna of Trebizond, Queen of Georgia	Q167375	Анна Алексеевна /Комнина/	Q4767660		real	real	Q50087	
DEDUPE	mother	Q55919	Alexios IV of Trebizond	Q50295	Gulkhan-Eudokia of Georgia	Q167352	گل خان خاتون گرجی	Q3647947		real	real		Q55608
DEDUPE	father	Q59355	Theodosius	Q59420	Flavius Mauricius Tiberius Augustus  Roman Emperor	Q108975	Maurice		Q181764	real	real	Q59546	
DEDUPE	mother	Q59355	Theodosius	Q59453	Constantina Augusta	Q108977	Constantina		Q3695445	real	real		
DEDUPE	father	Q60341	某  趙州平棘	Q60066	詵  趙州平棘	Q60087	元稱  河南			real	real		
DEDUPE	father	Q60353	某  滑州匡城	Q60078	傑  滑州匡城	Q60081	侔  滑州匡城			real	real	Q59881	
DEDUPE	father	Q61170	某  滑州匡城	Q60662	某  滑州匡城	Q60668	恃和  滑州匡城			real	real	Q60353	
DEDUPE	father	Q61355	正約  范陽涿縣	Q60740	道侃 希祖  范陽涿縣	Q60749	道約 季恭  范陽涿縣			real	real	Q60371	
DEDUPE	father	Q61664	Helena Augusta	Q61990	N.N.	Q136016	Coel Hen		Q2304442	real	real		
DEDUPE	father	Q61933	欽仁  廣平列人	Q61505	維 伯緒  廣平列人	Q61508	紀 仲烈  廣平列人			real	real	Q60824	
DEDUPE	father	Q62854	Tamim son of  Murr son of Udd	Q62848	Murr bin  Udd bin Tabaqah ('Amir)	Q63034	Sa'ad bin  Hudhayl bin Imaam Mudrika			real	real		
DEDUPE	father	Q63263	Fart  (Banu Adi)	Q62986	Aadi  (Banu Adnaan)	Q96906	Adi bin Ka'ab			real	real	Q62815,Q62965	
DEDUPE	father	Q63514	Saleem  Banu al-Hawazin son of Qays	Q63180	Banu al-Hawazin  ibn Qays	Q87073	Banu Huwaizin  Banu al-Hawazin			real	real		
DEDUPE	father	Q63550	Consul (203) - Gaius Fulvius Plautianus	Q64202	Gaius Fulvius  Plautianus	Q64268	Fulvius Pius		Q109668313	real	real		
DEDUPE	mother	Q63550	Consul (203) - Gaius Fulvius Plautianus	Q64235	Plautia  Octavilla	Q64301	Plautia Octavilla		Q12290747	real	real		
DEDUPE	father	Q63625	Qurt (Quraat) bin Raza al-Adawi'	Q63254	Raza bin  'Adiyy	Q97606	Rada son of Adi			real	real		
DEDUPE	father	Q63867	Wife of Imran  bint Rabi'ah	Q63873	Rabi'ah al-Farras Ben  Imaam Nazaar	Q64963	Hubsiyyah			real	real		
DEDUPE	mother	Q63867	Wife of Imran  bint Rabi'ah	Q64316	Umm Al-Asbu  Al-Arabia	Q64960	Wife of Hubsiyyah  NN			real	real		
DEDUPE	mother	Q64026	Hubba bint Hulail	Q90676	N.N.	Q95688	N.N.			real	real		Q64447
DEDUPE	father	Q64062	'Umar bin Makhzum	Q63577	Makhzum son of  Yaqazah	Q95649	Makhzum son of Yaqazah			real	real		
DEDUPE	father	Q64065	'Imran bin Makhzum	Q63577	Makhzum son of  Yaqazah	Q95649	Makhzum son of Yaqazah			real	real		
DEDUPE	father	Q64074	BASIS  AS	Q63577	Makhzum son of  Yaqazah	Q95649	Makhzum son of Yaqazah			real	real		
DEDUPE	father	Q64077	Amr  Banu Taym	Q63592	<private>  Banu Taym	Q63607	Sa'ad bin  Taym al-Quraysh			real	real	Q63239	
DEDUPE	father	Q64080	Ka'ab bin  Sa'ad at-Taymi	Q63592	<private>  Banu Taym	Q63607	Sa'ad bin  Taym al-Quraysh			real	real	Q63239	
DEDUPE	mother	Q64453	Abu Ghabshan al-Muhtarish son of Hulail al-Khuzaa	Q90676	N.N.	Q95688	N.N.			real	real		Q64447
DEDUPE	father	Q64537	عثمان وفي ذريته سدانة الكعبة، ويعرفوا ببني شيبة	Q64032	'Abd al-Dar  Banu 'Abd al-Dar	Q95183	Abdul-Dar son of Qusay			real	real	Q63556,Q64026	
DEDUPE	father	Q64600	'Amr bin  Ka'ab at-Taymi	Q64080	Ka'ab bin  Sa'ad at-Taymi	Q64196	Ka'ab  Sa'ad bin Zayd at-Taymi			real	real		
DEDUPE	father	Q64849	Hilal son of Faalij	Q64379	Faalij son of  Dhakwan (Zakwaan)	Q96270	Falij son of Dhakwan			real	real		
DEDUPE	father	Q64924	Malik Az-Zuhri son of  Wahb	Q64435	Wahb bin 'Abd Manaf	Q64438	Uhayb ibn Abd Manaf  a-Awqas As-Sulamiya	Q1108581		real	real	Q64020,Q64432	
DEDUPE	mother	Q64924	Malik Az-Zuhri son of  Wahb	Q64900	Barrah born of Abdul-Uzza	Q64930	Hamnah bint Sufyan  Zauja-e-'Abd Shams bin Imaam Abd al-Manaf	Q15960906		real	real		
DEDUPE	father	Q64972	Umayyah son of Abd Shams  King of Meca	Q64459	Abd Shams son of Abd Manaf	Q94808	Abd Shams  ibn Abd Manaf			real	real	Q64029	
DEDUPE	father	Q64990	'Abd al-'Uzza bin Sayyidi 'Abd Shams	Q64471	Abd Shams  ibn Abd Manaf	Q94808	Abd Shams  ibn Abd Manaf			real	real	Q64029,Q64468	
DEDUPE	father	Q64993	Habib son of  Abd Shams	Q64471	Abd Shams  ibn Abd Manaf	Q94808	Abd Shams  ibn Abd Manaf			real	real	Q64029,Q64468	
DEDUPE	father	Q64999	Umayyah al-Akbar bin Sayyidi 'Abd Shams	Q64471	Abd Shams  ibn Abd Manaf	Q94808	Abd Shams  ibn Abd Manaf			real	real	Q64029,Q64468	
DEDUPE	father	Q65204	Hasan son of  Ismail	Q64531	Nawfal son of Imaam Abd al-Manaf	Q94579	Ismail al-Shareef al-Khalis			real	real		
DEDUPE	father	Q65207	Muhammad son of Ismail son of al-Hasan	Q64531	Nawfal son of Imaam Abd al-Manaf	Q94579	Ismail al-Shareef al-Khalis			real	real		
DEDUPE	father	Q65555	'Adnaan Bin  Imaam 'Udd	Q66385	Imaam 'Udd \ Add Ben  Add Ben ?'Udadh	Q66394	Udd  son of Umaisi			real	real		Q66382
