qid,english_label,english_description,label_count,description_count,wikidata_qids,wikidata_count
Q142916,Maredudd Bengoch ap Llywelyn ap Hywel ap Seisyll of Cefa Treflys,,1,0,Q116054893; Q116054893,2
Q142917,Joan ferch Cadwallon ap Madog ab Idnerth,,1,0,Q116054895; Q116054895,2
Q142918,Jane ferch Llywelyn y Moelwyn ap Maredudd Bengoch,,2,0,Q110560328; Q110560328,2
Q142919,Madog Sais ap Llywelyn y Moelwyn ap Maredudd Bengoch ap Llywelyn,,1,0,Q116468920; Q116468920,2
Q142920,Gruffudd ap Llywelyn ap Maredudd Bengoch ap Llywelyn,,1,0,Q116470718; Q116470718,2
Q142921,Cadwallon ap Llywelyn y Moelwyn ap Maredudd Bengoch ap Llywelyn,,1,0,Q130359039; Q130359039,2
Q142922,"Griffith Kiddz, Lord of Gwynvay",,2,0,Q99239147; Q99239147,2
Q142923,Trahaearn Llwyd ap Dafydd ap Gruffudd Foel ap Gruffudd,,1,0,Q130358719; Q130358719,2
Q142924,Llywelyn ap Cunedda ab Elidir ap Rhys,,1,0,Q116146092; Q116146092,2
Q142925,Einion Fychan ab Einion Goeg,,2,0,Q99086847; Q99086847,2
Q142926,Rhydderch ap Rhys ap Llywelyn ap Gruffudd Fychan of Ffrwdfael,,1,0,Q131347163; Q131347163,2
Q142927,Mallt ferch Gruffudd Fychan ab Ieuan ap Cadwgon Fawr,,3,0,Q99067159; Q99067159,2
Q142928,Sir Thomas Perrot,Peerage person ID=412620,2,1,Q75934223; Q75934223,2
Q142929,Jenkin ap Rhys,Peerage person ID=412622,2,1,Q75934226; Q75934226,2
Q142930,Elsbeth Griffith,Peerage person ID=394338,3,2,Q75905280; Q75905280,2
Q142931,Jonet Malephant,Peerage person ID=412623,2,1,Q75934227; Q75934227,2
Q142932,Margaret ap Thomas,Peerage person ID=412625,3,1,Q75934230; Q75934230,2
Q142933,Rhys ap Thomas,Soldier and landholder who rose to prominence during the Wars of the Roses,12,5,Q7321859; Q7321859,2
Q142934,John ap Thomas ap Gruffudd ap Nicholas ap Philip of Abermarlais,(est. 1450 - ),2,1,Q99066523; Q99066523,2
Q142935,Barbara ferch Thomas ap Gruffudd ap Nicolas,,1,0,Q116470863; Q116470863,2
Q142936,Hari ap Thomas ap Gruffudd ap Nicolas,,1,0,Q130358418; Q130358418,2
Q22203,Rokkaku Hirotoyo,,4,1,Q11392533,1
Q22204,Miyoshi Yukinaga,,6,2,Q11354856,1
Q22205,Miyoshi Nagahide,,7,2,Q11354966,1
Q22206,Akutagawa Naganori,,4,2,Q11614749,1
Q22207,Miyoshi Yorizumi,,5,2,Q11354972,1
Q22208,Hirohashi Kanekatsu,,4,1,Q11485459,1
Q22219,Karasumaru Mitsuhide,,5,2,Q11567200,1
Q22220,Suwa Tadaharu,,3,1,Q11631878,1
Q22222,Suwa Tadahiro,,3,0,Q11631875,1
Q22224,Mori Tadatsugu,,6,0,Q11539688,1
Q22225,Mori Nagatake,,3,0,Q11540415,1
Q22226,Mori Nagatoshi,,3,1,Q11540409,1
Q22227,Seki Nagaharu,,4,1,Q11656469,1
Q22229,Mori Naganao,daimyo who ruled the domain of Nishi-Ebara Domain and Akō Domain,12,7,Q3335056,1
Q22230,Mori Atsutoshi,,3,1,Q11540311,1
Q22234,Asukai Masakata,,4,1,Q22124020,1
Q22242,Satake Yoshimine,,8,2,Q8514480,1
Q22245,Matsudaira Nobutomi,daimyo of the middle Edo period; 1st lord of Tsuyama (1680-1721),6,2,Q11530402,1
Q22246,Matsudaira Tomonori,daimyo of the middle Edo period; 1st lord of Kawagoe (1738-1768),7,2,Q11530472,1
Q22249,Kodama Naritada,,3,1,Q10891092,1
Q22251,Kodama Kagetada,,2,1,Q123414963,1
Q22252,Sugi Motosuke,,3,1,Q11521728,1
Q22256,Imadegawa Nobusue,,6,1,Q7223028,1
Q22262,Miyagi Yorihisa,,4,2,Q11454032,1
Q22265,Sanada Yukitsura,,5,0,Q10729350,1
Q22266,"{'language': 'en', 'value': 'Tokugawa Harutomi'}",,7,1,Q6993350; Q6993350,2
Q22267,Sakai Tadaari,daimyo of the middle Edo period; 9th lord of Shōnai,8,1,Q8515193,1
Q22268,"{'language': 'en', 'value': 'Matsudaira Haruyoshi'}","{'language': 'en', 'value': 'daimyo (1768-1826)'}",10,7,Q6788031; Q6788031,2
Q22271,"{'language': 'en', 'value': 'Shimazu Shigehide'}","{'language': 'en', 'value': '(1745-1833)'}",13,3,Q8013051; Q8013051,2
Q22276,Hatakeyama Yoshitoshi,,4,1,Q11578684,1
Q22279,"{'language': 'en', 'value': 'Katahime'}",,2,1,Q118697758; Q118697758,2
Q22281,"{'language': 'en', 'value': 'Matsudaira Yorimi'}","{'language': 'en', 'value': 'daimyo of the late Edo period; 7th lord of Saijo domain'}",6,3,Q11530647; Q11530647,2
Q22282,"{'language': 'en', 'value': 'Honda Tadaaki'}",,4,0,Q11520045; Q11520045,2
Q22283,Miura Tameatsu,,3,1,Q11356502,1
Q22284,Tokugawa Haruyuki,,8,0,Q6636824,1
Q22286,"{'language': 'en', 'value': 'Enchiin'}",,5,1,Q17220470; Q17220470,2
Q22288,"{'language': 'en', 'value': 'Date Shigemura'}","{'language': 'en', 'value': 'daimyo'}",11,8,Q846378; Q846378,2
Q22292,"{'language': 'en', 'value': 'Ikeda Sumitoki'}","{'language': 'en', 'value': 'daimyo'}",5,2,Q11552029; Q11552029,2
Q22294,"{'language': 'en', 'value': 'Ikeda Harumichi'}","{'language': 'en', 'value': '(1768-1798)'}",3,3,Q11551994; Q11551994,2
Q22295,"{'language': 'en', 'value': 'Ikeda Haruyuki'}",,2,0,Q11551992; Q11551992,2
Q22297,Hachisuka Munezumi,,2,0,Q11625673,1
Q22298,"{'language': 'en', 'value': 'Matsudaira Tadatoki'}","{'language': 'en', 'value': 'daimyo of the middle Edo period; 2nd lord of Kuwana (1718-1783)'}",5,1,Q11530422; Q11530422,2
Q22299,"{'language': 'en', 'value': 'Ii Naoari'}",,5,0,Q11161184; Q11161184,2
Q22304,"{'language': 'en', 'value': 'Ikeda Suminobu'}","{'language': 'en', 'value': 'daimyo'}",4,2,Q11552028; Q11552028,2
Q22305,"{'language': 'en', 'value': 'Ikeda Nobutoshi'}","{'language': 'en', 'value': 'daimyo'}",5,2,Q11551861; Q11551861,2
Q22306,Matsudaira Sadaharu,,6,1,Q10729426,1
Q22310,Shishido Naritoshi,,2,1,Q108780950,1
Q22313,Awaya Mototoyo,,6,1,Q10514924,1
Q22314,Mizawa Tametora,,4,1,Q11356173,1
Q22323,"{'language': 'en', 'value': 'Sanetoyo Oogimachi'}",,4,1,Q11545687; Q11545687,2
Q22326,Michie Koga,,6,0,Q11369379,1
Q22327,"{'language': 'en', 'value': 'Higuchi Motoyasu'}",,4,1,Q11542082; Q11542082,2
Q22328,"{'language': 'en', 'value': 'Hachisuka Kyumitsu'}",,2,1,Q11625670; Q11625670,2
Q22330,Yamauchi Toyotsune,,3,0,Q11466471,1
Q22331,Hosokawa Nobunori,(1676-1732),8,3,Q11605877,1
Q22333,"{'language': 'en', 'value': 'Matsudaira Yorinori'}","{'language': 'en', 'value': '[松平頼儀] daimyo of the late Edo period; 8th lord of Takamatsu'}",6,3,Q11530630; Q11530630,2
Q22337,Sakai Tadazane,(1756-1790),4,2,Q11644101,1
Q22339,Tozawa Masatada,,4,1,Q8514200,1
Q22340,Hori Naonori,,3,0,Q11427701,1
Q22341,Ogasawara Nagataka,1761 - 11 Jun 1812,5,2,Q8515349,1
Q22343,"{'language': 'en', 'value': 'Hosokawa Okisato'}","{'language': 'en', 'value': 'Japanese daimyō'}",7,3,Q11605991; Q11605991,2
Q22344,"{'language': 'en', 'value': 'Hosokawa Okinori'}","{'language': 'en', 'value': 'Japanese daimyō'}",6,3,Q11605979; Q11605979,2
Q22345,Mizunoya Katsutaka,,6,2,Q11549155,1
Q22351,Kikkawa Tsunetomo,,6,0,Q11413052,1
Q22355,Hirano Masayuki,,4,1,Q11394306,1
Q22357,Maeda Naritaka,,4,1,Q11397581,1
Q22358,"{'language': 'en', 'value': 'Maeda Narinaga'}","{'language': 'en', 'value': 'daimyo'}",11,8,Q6729104; Q6729104,2
Q22359,Asano Munetsune,(1717-1788),4,3,Q11557349,1
Q22360,Satake Yoshimasa (1728-1753),it is about Satake Yoshimasa,6,3,Q8514461,1
Q22364,Hosokawa Toshimasa,daimyō,6,3,Q11605856,1
Q22367,Okudaira Masashige,,5,1,Q11445773,1
Q22373,Nabeshima Naotsune,daimyo,10,8,Q6956829,1
Q22378,Ishikawa Kadokatsu,,2,0,Q11585800,1
Q22379,Ishikawa Fusanaga,,4,0,Q11586330,1
Q22380,Ishikawa Sadamasa,,3,0,Q17192962,1
Q22381,Ishikawa Fusauji,,3,1,Q17192971,1
Q22384,Senga Yoshichika,,5,1,Q11406821,1
Q22386,Arao Naritoshi,,3,1,Q11618463,1
Q22387,Ise Sadataka,Japanese military commander,2,3,Q11379128,1
Q22389,Ise Sadatame,,3,2,Q20038704,1
Q22390,Ise Sadaoki,Samurai (1559–1582),10,2,Q11379133,1
Q22393,Ikeda Yoshitaka,,5,1,Q11552035,1
Q22395,Ikeda Kumako,mother of Ōishi Yoshio,6,2,Q11552030,1
Q22397,Mio Masanaga,,5,1,Q11355172,1
Q142937,Sage ferch Thomas ap Gruffudd ap Nicolas,,1,0,Q131342900; Q131342900,2
Q142938,Dyddgu ferch Thomas ap Gruffudd ap Nicolas,,1,0,Q131347138; Q131347138,2
Q142939,Dafydd Ceffyl Cwta ap Thomas Hynaf ap Gruffudd ap Nicolas,,1,0,Q133462318; Q133462318,2
Q14294,Kitabatake Akiie,Japanese noble,18,9,Q1036864; Q1036864; Q1036864,3
Q142940,Elen ferch Owain,,2,0,Q99239032; Q99239032,2
Q142941,Morus ab Owain ap Gruffudd ap Nicolas of Llechdonney,,1,0,Q110623992; Q110623992,2
Q142942,Elsbeth ferch Owain ap Gruffudd ap Nicolas,,1,0,Q112610909; Q112610909,2
Q142943,Jane ap Rees,Peerage person ID=452271,2,1,Q75990142; Q75990142,2
Q142944,"Thomas Skydmore (Scudamore), of Kentchurch",- Bef 3 Jun 1489,2,1,Q110333018; Q110333018,2
Q142945,Gruffudd ap Maredudd ap Gruffudd ap Maredudd,,1,0,Q130340190; Q130340190,2
Q142946,Mawd Clement,1433 -,2,1,Q105814306; Q105814306,2
Q142947,Gruffudd ap Maredudd Fychan ap Maredudd of Cnwclas,,1,0,Q117306994; Q117306994,2
Q142948,Thomas Aubrey,,3,0,Q99802857; Q99802857,2
Q142949,Sir Walter Skull,Peerage person ID=325696,2,1,Q75771087; Q75771087,2
Q14295,Kitabatake Akinobu,Japanese samurai,12,8,Q11403867; Q11403867; Q11403867,3
Q142950,Gruffudd ap Trahaearn Llwyd,,2,0,Q105819581; Q105819581,2
Q142951,"Jenkin ap Morgan Aubrey, of Abercynig",,2,0,Q116145625; Q116145625,2
Q142952,Mawd Aubrey,,2,0,Q97532010; Q97532010,2
Q142953,John Hir ap Morgan Aubrey,,1,0,Q116812299; Q116812299,2
Q142954,Thomas Fychan ap Thomas ap Dafydd ap Gruffudd of Llangathen,,2,0,Q110413656; Q110413656,2
Q142955,Henry ap Gwilym,Peerage person ID=412630,2,1,Q75934234; Q75934234,2
Q142956,Gwilym Fychan ap Gwilym ap Thomas Fychan ap Thomas of Maenordelio commote,,1,0,Q112610971; Q112610971,2
Q142957,Llywelyn ap Gwilym ap Thomas Fychan ap Thomas of Brynhafod,,1,0,Q130358709; Q130358709,2
Q142958,Gwenllian ferch Gwilym ap Thomas Fychan ap Thomas,,1,0,Q130358993; Q130358993,2
Q142959,Elen Llwyd ferch Gwilym ap Thomas Fychan ap Thomas,,1,0,Q133461364; Q133461364,2
Q14296,Kitabatake Akiko,,4,1,Q106687761; Q106687761; Q106687761,3
Q142960,Morgan Gwyn ap Thomas ap Morgan of Cil-y-cwm,- Aft 1493,1,1,Q112610851; Q112610851,2
Q142961,NN ferch Rhydderch ap Thomas Fychan ap Thomas,,1,0,Q130358596; Q130358596,2
Q142962,Thomas ap Rhydderch ap Thomas Fychan ap Thomas,,1,0,Q130358610; Q130358610,2
Q142963,Gwilym ap Thomas Fychan ap Thomas Fychan ap Thomas of Llangathen,,1,0,Q130358393; Q130358393,2
Q142964,Gwenllian ferch Rhys ap Thomas ap Dafydd,,1,0,Q112610887; Q112610887,2
Q142965,Rhydderch ap Thomas ap Rhys ap Gwilym of Nant-yr-Hebog,,1,0,Q112610883; Q112610883,2
Q142966,Morgan ap Hywel Hir ap Dafydd ap Thomas,,1,0,Q130359003; Q130359003,2
Q142967,Dafydd ab Ieuan ap Gruffudd ap Dafydd of Llwyn Dafydd,,1,0,Q116146034; Q116146034,2
Q142968,Nest ferch Llywelyn Llanfair ab Ieuan ap Gruffudd Foel,,1,0,Q116146038; Q116146038,2
Q142969,Hywel ap Gwilym ap Thomas ap Gruffudd af Talyllyn,,2,0,Q110390624; Q110390624,2
Q142970,Thomas Hir ap Gwilym ap Thomas ap Gruffudd,,1,0,Q116812057; Q116812057,2
Q142971,Jonet ferch Gwilym ap Thomas,,1,0,Q116812237; Q116812237,2
Q142972,Joan ferch Gwilym ap Thomas ap Gruffudd,,1,0,Q130358961; Q130358961,2
Q142973,Alswn ferch Morgan ap Dafydd ap Hywel Fychan,,1,0,Q116145843; Q116145843,2
Q142974,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,,1,0,Q130358785; Q130358785,2
Q142975,Henry ab Ieuan ap Philip ap Rhydderch of Llanddewibref,,1,0,Q130358405; Q130358405,2
Q142976,Henry ab Ieuan Gwyn ab Ieuan ap Gruffudd of Myddfnych,,1,0,Q131347070; Q131347070,2
Q142977,Gwenllian ferch Gwilym ap Henry ab Ieuan Gwyn of Croft-y-Coch,,1,0,Q112610750; Q112610750,2
Q142978,Catrin ferch Thomas ab Ieaun Gwyn,,1,0,Q130359291; Q130359291,2
Q142979,Sir Wilcox ap Caradog ap Hywel ap Gronwy of Newton,,2,0,Q110413087; Q110413087,2
Q142980,Joan ferch Mathew ap Walter Wogan,,2,0,Q110413089; Q110413089,2
Q142981,Sir William Delebere,,2,0,Q110413091; Q110413091,2
Q142982,Nicholas Sherborne,,2,0,Q110413094; Q110413094,2
Q142983,Agnes|Nest Russell,1348 -,2,1,Q110413095; Q110413095,2
Q142984,Richard Craddock (or Newton),Abt 1370 - 13 Dec 1448,2,1,Q110412816; Q110412816,2
Q142985,Hywel ap Gwilyn,,2,0,Q99239134; Q99239134,2
Q142986,Joan Joyce,,2,0,Q99239135; Q99239135,2
Q142987,Ellen Howell,,2,0,Q99239129; Q99239129,2
Q142988,Margred Howel,,1,0,Q110622426; Q110622426,2
Q142989,Llywelyn 'o'r Llystyn' ab Owain ap Robert ap Gwrwared of Pentre-ifan,- Aft 1397,1,1,Q110635912; Q110635912,2
Q142990,Gwilym ab Ieuan ap Llywelyn ab Owain Bowen,,1,0,Q110635910; Q110635910,2
Q142991,Owain ap Rhys 'o'Llystyn' ap Llywelyn ab Owain of Llannerch-y-Bleiddiau,,1,0,Q112610847; Q112610847,2
Q142992,Llywelyn ap Rhys ap Llywelyn ab Owain o'r Cryngae,,1,0,Q130358613; Q130358613,2
Q142993,Gwilym ap Rhys ap Llywelyn ab Owain of y Llystn,,1,0,Q131342920; Q131342920,2
Q142994,Isabel ferch John Joyce,,1,0,Q130340862; Q130340862,2
Q142995,Jane ferch Henry ap Philip Howel ap Hywel Fychan ap Hywel,,1,0,Q130340879; Q130340879,2
Q142996,Llowdden y Gath,,2,0,Q99302514; Q99302514,2
Q142997,Llywelyn ap Hywel ap Maredudd ap Llywelyn of Pen-y-berth,,1,0,Q110637000; Q110637000,2
Q142998,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,,2,0,Q110414063; Q110414063,2
Q142999,Tangwystl ferch Rhydderch ap Ieuan Llwyd,,2,0,Q96244028; Q96244028,2
Q143000,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,,2,0,Q110414057; Q110414057,2
Q143001,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,,1,0,Q130358745; Q130358745,2
Q143002,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,,1,0,Q133461301; Q133461301,2
Q143003,NN ferch Ieuan Las ap Gruffudd Gryg ab Ieuan Fychan,,1,0,Q112610900; Q112610900,2
Q143004,Gruffudd ap Llywelyn Fychan ap Llywelyn ap Gruffudd of Cyfeilog commote,,1,0,Q116146780; Q116146780,2
Q143005,Dyddgu ferch Llywelyn Fychan ap Llywelyn ap Gruffudd,,1,0,Q133461101; Q133461101,2
Q143006,Rhys ap Llywelyn Fychan ap Llywelyn ap Gruffudd,,1,0,Q133461267; Q133461267,2
Q143007,Gwilym ap Llywelyn Fychan ab Ieuan Fychan,,2,0,Q110412988; Q110412988,2
Q143008,Lewys ap Llywelyn Fychan ap Llywelyn ab Ieuan Fychan,,1,0,Q133461612; Q133461612,2
Q143009,Gwenllian ferch Llywelyn Fychan ap Llywelyn ab Ieuan Fychan,,1,0,Q133461639; Q133461639,2
Q143010,Elsbeth ferch Llywelyn Fychan,,1,0,Q133462350; Q133462350,2
Q143011,Rhys Ddû ap Gruffudd ap Llywelyn ab Ieuan Fychan of Morfa Bychan,,1,0,Q130358603; Q130358603,2
Q143012,Nest ferch Gruffudd ap Llywelyn ab Ieuan Fychan,,1,0,Q130358917; Q130358917,2
Q143013,Gwenllian ferch Rhys ap Llywelyn ap Rhys Chwith ap Llywelyn Fychan,,2,0,Q110413669; Q110413669,2
Q143014,NN ferch Rhys ap Llywelyn ap Rhys Chwith,,2,0,Q110413711; Q110413711,2
Q143015,NN(2) ferch Rhys ap Llywelyn ap Rhys Chwith,,1,0,Q130358533; Q130358533,2
Q143016,Margred ferch Gronwy ap Rhys Fongam ab Ieuan Fychan,,1,0,Q133461605; Q133461605,2
Q143017,Hywel ap Rhys ap Dafydd ap Hywel Fychan,of Gilfach-wen Uchaf,2,2,Q116146772; Q116146772,2
Q143018,Dafydd ap Llywelyn,Peerage person ID=610577,2,1,Q76215137; Q76215137,2
Q143019,Mathew ap Hywel ap Dafydd ab Ieuan Fychan,,1,0,Q133462118; Q133462118,2
Q143020,Richard ap Rhys ap Richard ap Gruffudd of Cefn Treflys,,1,0,Q116469788; Q116469788,2
Q143021,Dafydd ap Hywel ap Meilir ap Dafydd of Diserth a Thre-coed,,1,0,Q116469782; Q116469782,2
Q143022,Cadwgan ap Cadwallon ap Llywelyn y Moelwyn ap Maredudd Bengoch,,1,0,Q130359038; Q130359038,2
Q143023,Owain ap Gruffudd ap Cadwgan ap Cadwallon,,1,0,Q130358947; Q130358947,2
Q143024,Ieuan Ddû ap Trahaearn ap Cadwgan ap Cadwallon,,1,0,Q130358979; Q130358979,2
Q143025,Elen ferch Lowden ap John Llwyd,,1,0,Q116478727; Q116478727,2
Q143026,Mabli ferch Llowdden ab Ieuan Llwyd ab Ieuan Fychan,,1,0,Q133461600; Q133461600,2
Q143027,Jenkin ap Llowdden ab Ieuan Llwyd an Ieuan Fychan,,1,0,Q133461819; Q133461819,2
Q143028,Gruffudd ap Cadwgan ap Dafydd ap Rhys,,1,0,Q133462363; Q133462363,2
Q143029,Gwenhwyfar ferch Dafydd Fychan (of Owlsbury) ab Ieuan ap Dafydd Gôch,,2,0,Q99302451; Q99302451,2
Q143030,Tangwystl Llwyd ferch Gruffudd ab Ieuan Llwyd ab Ieuan Fwya,,3,1,Q99069776; Q99069776,2
Q143031,Ieuan ap Gruffudd ab Ieuan Llwyd ab Ieuan Fwya,,1,0,Q133461326; Q133461326,2
Q143032,Llywelyn ap Gruffudd ab Ieuan Llwyd ab Ieuan Fwya,,1,0,Q133462115; Q133462115,2
Q143033,Tangwystl ferch Dafydd ap Hywel ab Ieuaf,,1,0,Q130358586; Q130358586,2
Q143034,Efa ferch Maredudd ap Rhys ab Ieaun,,1,0,Q130358580; Q130358580,2
Q22402,Ikeda Toshishige,,7,1,Q6528804,1
Q22403,Ikeda Tomomasa,[池田友政] hatamoto,6,2,Q6529692,1
Q22404,Wakebe Nobumasa,,2,1,Q11396145,1
Q22408,Ikeda Nagamoto,,6,0,Q6529091,1
Q22412,Toyama Mitsuaki,,2,0,Q11430420,1
Q22418,Katagiri Katsumoto,daimyo,18,10,Q1882775,1
Q22421,Sakuma Katsutoshi,,3,1,Q11382687,1
Q22422,Sakuma Katsutomo,,3,1,Q11382684,1
Q22423,Sakuma Katsutane,,2,1,Q11382691,1
Q22432,Naokata Imaeda,,3,1,Q11377138,1
Q22433,Hachisuka Tsunanori,Daimyo who ruled the Tokushima Domain (1661-1730),12,7,Q3125471,1
Q22440,Matsudaira Katsuyoshi,[松平勝義] hatamoto,7,2,Q10729357,1
Q22441,Ikeda Masaakira,,5,0,Q11551938,1
Q22442,Ikeda Masasada,,8,1,Q6529227,1
Q22443,Ikeda Sadatsune,,4,1,Q11551812,1
Q22444,Ikeda Masatomi,,7,1,Q6529348,1
Q22445,Kuki Moritaka,Japanese general and admiral (1573–1632),22,8,Q330211,1
Q22446,Takahashi Shigetane,Japanese samurai lord and senior retainer,17,9,Q859759,1
Q22448,Tachibana Tanetsugu,,5,1,Q11598187,1
Q22449,Tachibana Taneyoshi,,3,0,Q11598183,1
Q22450,Tachibana Masatoshi,,3,0,Q11598162,1
Q22451,Nagai Naomasa,"Daimyo who ruled the Uruido Domain, Koga Domain and Yodo Domains.",11,7,Q6958349,1
Q22453,Asano Nagatomo,Daimyo who ruled the Akō Domain,9,7,Q3335080,1
Q22470,Matsudaira Sukekuni,daimyo,11,8,Q6788065,1
Q22471,Matsudaira Yoshikata,daimyo of the middle Edo period; 2nd lord of Mutsu-Yanagawa (1686-1721),6,1,Q11239162,1
Q22473,Mori Naganari,,5,1,Q11540416,1
Q22475,Ogasawara Nagatame,(1745-1782),7,3,Q10859963,1
Q22477,Ogasawara Tadamitsu,,8,1,Q10856545,1
Q22478,Makino Narisada,,6,2,Q10860112,1
Q22479,Makino Norinari,,8,1,Q10860077,1
Q22480,Makino Hidenari,,5,1,Q10860127,1
Q22481,Makino Tadanari,,9,1,Q10860092,1
Q22482,Fukushima Masakatsu,,4,0,Q11593154,1
Q22489,Matsudaira Ienori,(1575-1614),8,3,Q10729498,1
Q22490,Minagawa Takatsune,,3,2,Q11580958,1
Q22492,Tokunaga Masakatsu,,5,1,Q11490356,1
Q22495,Wakisaka Yasuteru,,5,1,Q11612114,1
Q22497,Matsudaira Yasuharu,,2,0,Q128865503,1
Q22498,Yu Nagatsuna,,3,1,Q108781556,1
Q22499,Kamei Korechika,,6,1,Q11370779,1
Q22500,Ogasawara Nagaoki,(1712-1786),8,3,Q10859976,1
Q22501,Ogasawara Nagasato,(1711-1716),4,3,Q11463408,1
Q22504,"{'language': 'en', 'value': 'Mashiyama Masatake'}",,5,1,Q11429193; Q11429193,2
Q22505,Matsudaira Yasuyoshi,,2,0,Q129424007,1
Q22507,Matsudaira Yasusada,(1748-1807),5,3,Q10791031,1
Q22508,Ii Naomichi,,5,0,Q11161458,1
Q22509,Ii Naotsune,,6,0,Q11161285,1
Q22510,Ii Naonori,,5,0,Q11161390,1
Q22511,Ii Naonobu,,5,0,Q11161289,1
Q22512,Ii Naosada,,5,0,Q11161221,1
Q22518,Nagao Akikage,,3,2,Q11651912,1
Q22519,Nagao Terukage,,4,1,Q11651900,1
Q22520,Nagao Kagehide,,2,1,Q11651863,1
Q22523,Yoshida Kaneharu,,3,1,Q11413616,1
Q22525,Hagiwara Kaneyori,,4,1,Q11620316,1
Q22527,Toki Yoritaka,,4,1,Q48751722,1
Q22528,Inaba Masanari,samurai,17,8,Q4352518,1
Q22529,Maeda Gen'i,daimyo,17,10,Q6729101,1
Q22531,Inaba Masatoshi,,5,1,Q11596945,1
Q22533,Nada Akimoto,,6,2,Q11444956,1
Q22534,Yoshihiro Kikuhime,wife of Otomo Yoshimune,6,2,Q11413124,1
Q22535,Despacho de Shonagon (concubina de Otomo Yoshitada),,4,3,Q110156238,1
Q22538,Masateru Matsuno,,4,3,Q110156154,1
Q22540,Ichimata Shigezane,,6,2,Q11353172,1
Q22541,Mori Tomonobu,samurai of the Sengoku to the early Edo period; vassal of Kuroda Nagamasa,9,2,Q11547245,1
Q22551,Chikamoto Ninagawa,,4,2,Q11625747,1
Q22553,Shoho Genyo,,4,1,Q108873761,1
Q22561,Kira Chikazane,samurai,10,3,Q11365410,1
Q22564,Toki Yoriyuki,,5,1,Q8514993,1
Q22565,Takigawa Toshisada,,3,1,Q24871906,1
Q22566,Inaba Nobumichi,,3,0,Q11596907,1
Q22572,Iwasa Matabei,Japanese artist (1578-1650),24,26,Q3156405,1
Q22578,Sikina Motonori,,5,2,Q11499676,1
Q22579,Imai Nobukore,,3,2,Q17193538,1
Q22584,Hatakeyama Yoshitaka,,3,1,Q11578671,1
Q22586,Shimazu Takahisa,daimyo and fifteenth head of the Shimazu clan,25,11,Q2367308,1
Q22591,Shimazu Naohisa,,8,1,Q11245051,1
Q22594,Kasannoin Kanesada,,5,0,Q20039378,1
Q22597,Tsubouchi Katsunaga,Japanese military commander,3,1,Q108781574,1
Q22598,Maeno Masayoshi,,3,1,Q108781550,1
Q22599,Maeno Yoshiyasu,,3,1,Q108781551,1
Q22602,Rennyo,8th Monshu (head-priest) of the Honganji Temple of the Jōdo Shinshū sect of Buddhism,22,6,Q323600,1
Q143035,Ynyr ap Llywelyn ap Hywel ab Ynyr Fychan,,1,0,Q131138854; Q131138854,2
Q143036,Hywel Moethe ap Rhys Moethe ap Rhys Moethe ap Dafydd Moethe,1366 -,2,1,Q110413099; Q110413099,2
Q143037,Gutto ap Gruffudd ap Maredudd ap Rhys of Creuddyn,,1,0,Q133461316; Q133461316,2
Q143038,Gwenhwyfar ferch Rhys ab Ieuan ap Rhys Fychan,,1,0,Q133461298; Q133461298,2
Q143039,Thomas ap Rhys ap Gruffudd ap Hywel Llwyd,,1,0,Q133461332; Q133461332,2
Q143040,Llywelyn Gaplan of Glyn-Aeron & Aberaeron,,1,0,Q130358915; Q130358915,2
Q143041,Jonet ferch Gruffudd Foel ap Gruffudd ab Iorwerth,,1,0,Q130358916; Q130358916,2
Q143042,Ieuan ap Gruffudd ap Llywelyn Llwyd ap Llywelyn Gôch of Lechwedd Dyrys,,1,0,Q133461423; Q133461423,2
Q143043,Maredudd ap Cadwgan Fantach I ap Cadwgan ap Llywelyn,,2,0,Q110413697; Q110413697,2
Q143044,Gwenllian ferch Maredudd ab Owain ap Gruffudd,,2,0,Q110413698; Q110413698,2
Q143045,Jane ferch Morgan Winter,,2,0,Q110413666; Q110413666,2
Q143046,Rhys ap Thomas ap Dafydd ap Gruffudd ap Gronwy Gôch of Abergwili,,2,0,Q105805907; Q105805907,2
Q143047,Elen ferch Thomas ap Dafydd ap Gruffudd,,1,0,Q116812233; Q116812233,2
Q143048,Dafydd ap Thomas ap Dafydd ap Gruffudd of Gwernant,,1,0,Q130358731; Q130358731,2
Q143049,Maredudd Fychan ap Maredudd ap Madog ap Gwilym,,1,0,Q130359187; Q130359187,2
Q14305,Ano Renshi,,11,2,Q11657998; Q11657998; Q11657998,3
Q143050,Gruffudd Foel,,2,0,Q99071395; Q99071395,2
Q143051,Gwilym ap Caradog,Peerage person ID=568080,2,1,Q76154293; Q76154293,2
Q143052,Elen ferch Ieuan ap Henry ap Llywelyn Foel,,1,0,Q130342852; Q130342852,2
Q143054,Gwerful verch Gronwy,Peerage person ID=690442,2,1,Q76326176; Q76326176,2
Q143056,Elsabel ferch Maredudd ap Philip ap Madog,,1,0,Q130358795; Q130358795,2
